name,label
Uno Hotel,HOTEL
ACE Hotel Kyoto,HOTEL
LAPLAND TURU 19 – 24 OCAK,TRIP
İsveç,COUNTRY
Jukkasjärvi,CITY
Harads,CITY
2025-01-19,DATE_START
2025-01-24,DATE_END
ICEHOTEL,HOTEL
Kaamos Hotel,HOTEL
Treehotel,HOTEL
MISIR TURU 20 – 25 NİSAN 2024,TRIP
Mısır,COUNTRY
Kahire,CITY
Aswan,CITY
Luxor,CITY
2024-04-20,DATE_START
2024-04-25,DATE_END
Marriott Mena House Hotel,HOTEL
Movenpick Sunray Nile Cruise,HOTEL
AMALFI TURU 20 – 23 HAZİRAN,TRIP
Amalfi,CITY
Ravello,CITY
Pompei,CITY
Napoli,CITY
Sorrento,CITY
2025-06-20,DATE_START
2025-06-23,DATE_END
Villa Piedimonte,HOTEL
Hotel Rufolo,HOTEL
LOIRE TURU 20 – 23 NİSAN,TRIP
Loire,CITY
Tours,CITY
Amboise,CITY
Blois,CITY
2025-04-20,DATE_START
2025-04-23,DATE_END
Avarum Restaurant,RESTAURANT
Restaurante Amour Blanc,RESTAURANT
BRUGGE & LOIRE TURU 20 – 23 NİSAN,TRIP
Belçika,COUNTRY
Brugge,CITY
Gent,CITY
Hotel De Orangerie,HOTEL
Hotel Van Cleef,HOTEL
Hotel Heritage Relais Chateau,HOTEL
Hotel Dukes' Palace,HOTEL
AMALFI TURU 20 – 24 HAZİRAN,TRIP
2025-06-24,DATE_END
SALZBURG TURU 20 – 25 ARALIK,TRIP
Avusturya,COUNTRY
Almanya,COUNTRY
Salzburg,CITY
Hallstatt,CITY
St Wolfgang,CITY
Berchtesgaden,CITY
2025-12-20,DATE_START
2025-12-25,DATE_END
Radisson Blu Hotel Altstadt,HOTEL
Hotel Goldener Hirsch,HOTEL
Hotel Bristol,HOTEL
Cafe Sacher Salzburg,RESTAURANT
Restaurant Blaue Gans Salzburg Gasthaus,RESTAURANT
BELGRAD TURU 21 – 23 EYLÜL,TRIP
Sırbistan,COUNTRY
Belgrad,CITY
Karlofca,CITY
Novi Sad,CITY
2025-09-21,DATE_START
2025-09-23,DATE_END
Metropol Palace Hotel,HOTEL
Square Nine Hotel,HOTEL
Kalemegdan Restaurant,RESTAURANT
İSTANBUL – KAPADOKYA – İZMİR TURU 23 TEMMUZ – 2 AĞUSTOS 2023,TRIP
Türkiye,COUNTRY
İstanbul,CITY
Kapadokya,CITY
Kuşadası,CITY
İzmir,CITY
Şirince,CITY
Efes,CITY
Il Cortile Ristorante Pizzeria,RESTAURANT
Pandeli Restaurant,RESTAURANT
Belisirma Nehir Kenarı Restoran,RESTAURANT
Geleneksel Türk Restoranı (Efes),RESTAURANT
EDINBURGH & HIGHLANDS TURU 4 – 8 AĞUSTOS,TRIP
İskoçya,COUNTRY
Edinburgh,CITY
Pitlochry,CITY
Fort William,CITY
Inverness,CITY
2025-08-04,DATE_START
2025-08-08,DATE_END
Fonab Castle Hotel,HOTEL
The Craigellachie Hotel,HOTEL
Nevis Bank Inn,HOTEL
Seasgair Hotel,HOTEL
Nevis Bank Inn and Browns Restaurant,RESTAURANT
Rocpool Restaurant,RESTAURANT
TAYLAND TURU 5 – 18 ŞUBAT,TRIP
Chiang Mai,CITY
Chiang Rai,CITY
2025-02-05,DATE_START
2025-02-18,DATE_END
The Surin,HOTEL
Beach Restaurant (The Surin),RESTAURANT
Potong Restaurant,RESTAURANT
Clara Restaurant,RESTAURANT
Kalido,RESTAURANT
Carpe Diem Beach Club,RESTAURANT
Terrace Rim Naam,RESTAURANT
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),TRIP
Hakone,CITY
Nara,CITY
2024-04-06,DATE_START
2024-04-13,DATE_END
Mitsui Garden Hotel,HOTEL
Benesse House,HOTEL
ARLES TURU 03 – 06 EKİM,TRIP
Arles,CITY
Avignon,CITY
Les Baux-de-Provence,CITY
L'Isle-sur-la-Sorgue,CITY
2025-10-03,DATE_START
2025-10-06,DATE_END
Restaurant L'Oriel,RESTAURANT
Café Tadoa Ando,RESTAURANT
La Taula Gallici's Gourmet Restaurant,RESTAURANT
PUGLIA TURU 07 – 11 EKİM,TRIP
Bari,CITY
Alberobello,CITY
Matera,CITY
Monopoli,CITY
Polignano a Mare,CITY
Lecce,CITY
2025-10-07,DATE_START
2025-10-11,DATE_END
Canne Bianche Lifestyle & Hotel,HOTEL
PROVENCE TURU 4 – 7 MAYIS,TRIP
Provence,CITY
L’Isle-sur-la-Sorgue,CITY
Roussillon,CITY
Gordes,CITY
Saint-Rémy-de-Provence,CITY
2025-05-04,DATE_START
2025-05-07,DATE_END
Tadao Ando Café Restaurant,RESTAURANT
Chateau d’Estoublon,RESTAURANT
59. Venedik Bienali,TRIP
Türk Hava Yolları TK1867,TRANSPORT
Trattoria Alla Madonna,RESTAURANT
Dubai Programı,TRIP
Birleşik Arap Emirlikleri,COUNTRY
Dubai,CITY
Emirates EK124,TRANSPORT
Atlantis The Royal,HOTEL
Nobu Restaurant - Atlantis the Palm,RESTAURANT
İzmir’in En Güzel Köyleri - Şirince & Urla,TRIP
Urla,CITY
Güllü Konak,HOTEL
Artemis Restaurant ve Şarapevi,RESTAURANT
Yengeç Restoran - Urla İskele,RESTAURANT
Toskana Gezisi,TRIP
Bologna,CITY
Floransa,CITY
Chianti,CITY
San Gimignano,CITY
Siena,CITY
Cortona,CITY
Orvieto,CITY
Roma,CITY
Türk Hava Yolları TK1323,TRANSPORT
Türk Hava Yolları TK1864,TRANSPORT
Hotel Cerretani Firenze – Mgallery,HOTEL
Montepulciano,CITY
Buca Mario,RESTAURANT
Osteria delle Tre Panche,RESTAURANT
Ristorante Storico Sabatini,RESTAURANT
Buca Lapi,RESTAURANT
Antico Ristorante Paoli 1827,RESTAURANT
Avustralya – Yeni Zelanda,TRIP
Melbourne,CITY
Türk Hava Yolları TK174,TRANSPORT
Park Hyatt Sydney,HOTEL
Hindistan Gezisi,TRIP
Hindistan,COUNTRY
Varanasi,CITY
Jaipur,CITY
Udaipur,CITY
Delhi,CITY
Türk Hava Yolları TK716,TRANSPORT
Air India AI406,TRANSPORT
Indigo 6E7348,TRANSPORT
Brijrama Palace,HOTEL
Rambagh Palace,HOTEL
Taj Lake Palace,HOTEL
Udayan Terrace,RESTAURANT
Neelkamal Restaurant,RESTAURANT
Spice Route,RESTAURANT
Bukhara - ITC Maurya Hotel,RESTAURANT
City Palace Özel Akşam Yemeği,RESTAURANT
Mewar Terrace,RESTAURANT
Meksika Gezisi,TRIP
Meksika,COUNTRY
Mexico City,CITY
Mérida,CITY
Chichen Itza,CITY
Cancún,CITY
Türk Hava Yolları TK2341,TRANSPORT
Türk Hava Yolları TK2175,TRANSPORT
Türk Hava Yolları TK184,TRANSPORT
Aeroméxico AM826D,TRANSPORT
Türk Hava Yolları TK181,TRANSPORT
The St. Regis Mexico City,HOTEL
Göl kenarında özel yemek,RESTAURANT
Woodend Restaurant,RESTAURANT
Ixi’im,RESTAURANT
Ki’ol,RESTAURANT
Sicilya Gezisi,TRIP
Katanya,CITY
Taormina,CITY
Savoca,CITY
Forza d’Agrò,CITY
Syracuse,CITY
Ragusa,CITY
Palermo,CITY
Türk Hava Yolları TK1393,TRANSPORT
Hotel Metropole Taormina,HOTEL
Osteria Rosso Divino,RESTAURANT
Doba Restaurant and Terrace,RESTAURANT
Porto Gezisi,TRIP
Portekiz,COUNTRY
Porto,CITY
Maison Albar Hotels Le Monumental Palace,HOTEL
Enoteca 1756 Restaurant,RESTAURANT
Marisqueira A Antiga,RESTAURANT
Casa de Chá de Boa Nova,RESTAURANT
Vinum Restaurant & Wine Bar,RESTAURANT
Kahire Gezisi,TRIP
Four Seasons Hotel Cairo at Nile Plaza,HOTEL
Riviera - Four Seasons Hotel Cairo at Nile Plaza,RESTAURANT
Endülüs Gezisi,TRIP
Granada,CITY
Córdoba,CITY
Sevilla,CITY
Ronda,CITY
Avustralya Gezisi,TRIP
Ballarat,CITY
Hobart,CITY
Adelaide,CITY
Hahndorf,CITY
Barossa Valley,CITY
Brisbane,CITY
Surfers Paradise,CITY
Canberra,CITY
Türk Hava Yolları TK168,TRANSPORT
Türk Hava Yolları TK169,TRANSPORT
Melbourne - Hobart İç Hat Uçuşu,TRANSPORT
Hobart - Adelaide İç Hat Uçuşu,TRANSPORT
Adelaide - Brisbane İç Hat Uçuşu,TRANSPORT
"The Tasman, a Luxury Collection Hotel, Hobart",HOTEL
Nehir Kenarı Restoran - Adelaide,RESTAURANT
Yerel Lüks Restoran - Adelaide,RESTAURANT
Barselona Gezisi,TRIP
Barselona,CITY
Girona,CITY
Türk Hava Yolları TK1467,TRANSPORT
Almanac Barcelona,HOTEL
Maná 75,RESTAURANT
El Tribut,RESTAURANT
BarcelonaMilona,RESTAURANT
Restaurant Normal,RESTAURANT
Puglia Gezisi,TRIP
Locorotondo,CITY
Ristorante Blunotte,RESTAURANT
Ristorante La Cantina,RESTAURANT
Pizzeria Casa Pinto,RESTAURANT
Alegra Benardete ile Sicilya’da Nefes,TRIP
Siracusa,CITY
Ortigia,CITY
Noto,CITY
Casa Di Melo Otel,HOTEL
Arjantin Gezisi,TRIP
Ushuaia,CITY
Puerto Madryn,CITY
Tango House,RESTAURANT
Bangkok & Hong Kong Gezisi,TRIP
Çin,COUNTRY
Macau,CITY
Hong Kong,CITY
Türk Hava Yolları TK68,TRANSPORT
Macau - Hong Kong Feribot,TRANSPORT
Lebua at State Tower Hotel,HOTEL
Err Restaurant,RESTAURANT
Sala Rattanakosin Restaurant,RESTAURANT
Eat Me Restaurant,RESTAURANT
Bhutan & Nepal Gezisi,TRIP
Nepal,COUNTRY
Bhutan,COUNTRY
Katmandu,CITY
Paro,CITY
Punakha,CITY
Thimphu,CITY
Bhaktapur,CITY
İstanbul - Katmandu Uçuşu,TRANSPORT
Katmandu - Paro Uçuşu,TRANSPORT
Bilbao & San Sebastián Gezisi,TRIP
San Sebastián,CITY
Hondarribia,CITY
Saint-Jean-de-Luz,CITY
İstanbul - Bilbao Uçuşu,TRANSPORT
Hotel Du Palais Biarritz,HOTEL
Hotel Du Palais Biarritz - Le Sunset,RESTAURANT
Brezilya & Arjantin Gezisi,TRIP
Foz do Iguaçu,CITY
Türk Hava Yolları İstanbul - Rio Uçuşu,TRANSPORT
LATAM Airlines LA3290 Rio - Iguazú,TRANSPORT
Aerolineas Argentinas AR1783 Iguazú - Buenos Aires,TRANSPORT
Park Hyatt - Palacio Duhau Hotel,HOTEL
Rio Restaurant Önerileri,RESTAURANT
Buenos Aires Restaurant Önerileri,RESTAURANT
Burgonya Gezisi,TRIP
Beaune,CITY
Dijon,CITY
Nuits-Saint-Georges,CITY
Vézelay,CITY
Cluny,CITY
Fleurie,CITY
İstanbul - Lyon Uçuşu,TRANSPORT
Auberge de la Madone - Fleurie,RESTAURANT
San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),TRIP
Getaria,CITY
Hotel de Londres y de Inglaterra,HOTEL
Hotel Villa Favorita,HOTEL
Hotel Zenit Convento San Martín,HOTEL
Elkano Restoran - Getaria,RESTAURANT
Guggenheim Müzesi Restoranı - Bilbao,RESTAURANT
Cape Town Gezisi,TRIP
Türk Hava Yolları TK44,TRANSPORT
One&Only Cape Town,HOTEL
Nobu - One&Only Cape Town,RESTAURANT
Aubergine Restaurant,RESTAURANT
Buitenverwachting Restaurant,RESTAURANT
Harbour House Restaurant - Kalk Bay,RESTAURANT
Delaire Graff Indochine Restaurant,RESTAURANT
Lapland Rovaniemi Gezisi,TRIP
Finlandiya,COUNTRY
Rovaniemi,CITY
İstanbul - Rovaniemi Uçuşu,TRANSPORT
Arctic TreeHouse Hotel,HOTEL
Santa’s Igloos Arctic Circle,HOTEL
Rakas Restaurant & Bar,RESTAURANT
MonteRosa Restaurant,RESTAURANT
Gustav Kitchen & Bar,RESTAURANT
Glass Restaurant - Santa Claus Village,RESTAURANT
Arctic Restaurant,RESTAURANT
Ice Restaurant,RESTAURANT
Kota Restaurant,RESTAURANT
Kenya & Rwanda Safari Gezisi,TRIP
Kenya,COUNTRY
Ruanda,COUNTRY
Nairobi,CITY
Masai Mara,CITY
Kigali,CITY
Volcanoes National Park,CITY
İstanbul - Nairobi Uçuşu,TRANSPORT
Charter Flight Cessna Caravan 208 - Nairobi to Masai Mara,TRANSPORT
Lodge Transferleri,TRANSPORT
Kigali Kara Transferi,TRANSPORT
Four Points by Sheraton JKIA,HOTEL
Sanctuary Olonana,HOTEL
Bisate Lodge,HOTEL
Lizbon Seyahat Programı - SAHA,TRIP
Lizbon,CITY
İstanbul – Lizbon uçuşu TK 1759,TRANSPORT
Havalimanı – Bairro Alto Hotel transfer,TRANSPORT
"Bairro Alto Hotel, Praça Luís de Camões, 2 1200",HOTEL
Sicilya & Malta Gezisi,TRIP
Malta,COUNTRY
Etna,CITY
Modica,CITY
Valletta,CITY
Senglea,CITY
Vittoriosa,CITY
Cospicua,CITY
Mdina,CITY
İstanbul – Katanya uçuşu TK 1395,TRANSPORT
Katanya – Taormina transferi,TRANSPORT
Ada içi özel araç transferleri,TRANSPORT
Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,HOTEL
Osteria Rosso Divino (Taormina),RESTAURANT
Regina Lucia Ristorante (Siracusa),RESTAURANT
Vietnam & Kamboçya Gezisi,TRIP
Vietnam,COUNTRY
Kamboçya,COUNTRY
Hanoi,CITY
Ha Long,CITY
Ho Chi Minh (Saygon),CITY
Mekong Deltası,CITY
Siem Reap,CITY
Phnom Penh,CITY
"İstanbul – Hanoi uçuşu (TK 166, Türk Hava Yolları)",TRANSPORT
Hanoi – Ha Long deniz uçağı,TRANSPORT
Violet Cruise – Ha Long Körfezi tekne yolculuğu,TRANSPORT
"Hanoi – Ho Chi Minh uçuşu (VN253, Vietnam Havayolları)",TRANSPORT
Ho Chi Minh – Siem Reap uçuşu (Cambodia Angkor Air K6809),TRANSPORT
"Siem Reap – Bangkok uçuşu (PG914, Bangkok Airways)",TRANSPORT
"Bangkok – İstanbul uçuşu (TK 65, Türk Hava Yolları)",TRANSPORT
Havalimanı ve şehir içi transferler,TRANSPORT
Mekong Deltası’nda bot ve rikşov gezileri,TRANSPORT
Ho Chi Minh,CITY
Sofitel Legend Metropole (Hanoi),HOTEL
Violet Cruise (Ha Long Körfezi),HOTEL
"Otel (Ho Chi Minh, ismi belirtilmemiş)",HOTEL
"Otel (Siem Reap, ismi belirtilmemiş)",HOTEL
"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",RESTAURANT
Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,RESTAURANT
Mekong Deltası – nehir kenarında restoran,RESTAURANT
Yerel aile evi – çay ve taze meyve ikramı,RESTAURANT
Kenya Safari Gezisi - Şule Zorlu,TRIP
"İstanbul – Doha uçuşu (QR 246, Qatar Airways)",TRANSPORT
"Doha – Nairobi uçuşu (QR 1335, Qatar Airways)",TRANSPORT
Nairobi Havalimanı – Giraffe Manor transferi,TRANSPORT
Nairobi – Masai Mara lodge transferleri,TRANSPORT
Giraffe Manor,HOTEL
Sala’s Camp,HOTEL
The Retreat (günübirlik kullanım),HOTEL
"The Retreat (kahvaltı, öğle yemeği)",RESTAURANT
Giraffe Manor (kahvaltı & ikindi çayı),RESTAURANT
"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",TRIP
Toskana,CITY
Forte dei Marmi,CITY
"İstanbul – Bologna uçuşu (TK1321, Türk Hava Yolları)",TRANSPORT
Bologna – şehir içi transferler,TRANSPORT
Toskana ve Floransa içi kara transferleri,TRANSPORT
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",TRIP
Çekya,COUNTRY
Prag,CITY
Karlovy Vary,CITY
Cesky Krumlov,CITY
"İstanbul – Prag uçuşu (TK1769, Türk Hava Yolları)",TRANSPORT
Prag – şehir içi transferler,TRANSPORT
Karlovy Vary ve Cesky Krumlov kara transferleri,TRANSPORT
"Kampa Park Restaurant (Na Kampě 8b, Prag)",RESTAURANT
Endülüs Gezisi - Berrin Zorlu,TRIP
Malaga,CITY
Cordoba,CITY
"İstanbul – Malaga uçuşu (TK1303, Türk Hava Yolları)",TRANSPORT
Malaga – Granada transferi,TRANSPORT
Endülüs içi kara transferleri,TRANSPORT
Ürdün Gezisi - Berrin Zorlu,TRIP
Ürdün,COUNTRY
Amman,CITY
Mount Nebo,CITY
Madaba,CITY
Petra,CITY
Wadi Rum,CITY
Dead Sea,CITY
"İstanbul – Amman uçuşu (TK816, Türk Hava Yolları)",TRANSPORT
Ürdün içi kara transferleri,TRANSPORT
BAE Gezisi - Fuat Pamukçu,TRIP
Abu Dhabi,CITY
Ras Al Khaimah,CITY
İstanbul – Abu Dhabi uçuşu,TRANSPORT
Şehir içi ve otel transferleri,TRANSPORT
Abu Dhabi – Ras Al Khaimah transferi,TRANSPORT
Ras Al Khaimah – Dubai transferi,TRANSPORT
"The St. Regis Saadiyat Island Resort, Abu Dhabi",HOTEL
The Ritz Carlton Ras Al Khaimah,HOTEL
"Address Dubai Mall, Dubai",HOTEL
Hakkasan Abu Dhabi,RESTAURANT
Ula Beach RAK,RESTAURANT
The Guild Dubai,RESTAURANT
WHITE Beach Dubai,RESTAURANT
Estiatorio Milos Dubai,RESTAURANT
The MAINE Oyster Bar & Grill JBR,RESTAURANT
La Cantine Beach,RESTAURANT
The Restaurant at Address Dubai Mall,RESTAURANT
Peru Gezisi - Seda Soğancıoğlu,TRIP
Peru,COUNTRY
Lima,CITY
Cusco,CITY
Sacred Valley,CITY
Machu Picchu,CITY
"İstanbul – Lima uçuşu (TK800, Türk Hava Yolları, Panama aktarmalı CM337)",TRANSPORT
Lima Havalimanı – otel transferi,TRANSPORT
Peru içi kara ve tren transferleri,TRANSPORT
Belmond Miraflores Park (Lima),HOTEL
USA Gezisi - Selen Zorlu,TRIP
Amerika Birleşik Devletleri,COUNTRY
New York,CITY
"Londra – New York uçuşu (BA175, British Airways)",TRANSPORT
New York havalimanı – otel transferi,TRANSPORT
Hindistan Gezisi - Berrin Zorlu,TRIP
"İstanbul – Delhi uçuşu (TK716, Türk Hava Yolları)",TRANSPORT
"Delhi – Varanasi uçuşu (AI406, Air India)",TRANSPORT
Hindistan içi transferler ve uçuşlar,TRANSPORT
Mısır Gezisi - Hakan Ateş,TRIP
"İstanbul – Kahire uçuşu (TK694D, Türk Hava Yolları)",TRANSPORT
Kahire Havalimanı – otel transferi,TRANSPORT
Şehir içi araç ile transferler,TRANSPORT
Provence Gezisi - Olgun Zorlu,TRIP
Marsilya,CITY
"İstanbul – Marsilya uçuşu (TK1367, Türk Hava Yolları)",TRANSPORT
Marsilya Havalimanı – Provence transferi,TRANSPORT
Köyler arası özel araç transferleri,TRANSPORT
Toskana Gezisi - Selen Zorlu,TRIP
San Casciano Val di Pesa,CITY
Bologna Havalimanı – Toskana otel transferi,TRANSPORT
Bölge içi kara transferleri,TRANSPORT
Güney Afrika Gezisi - Tanju Kaya,TRIP
Johannesburg,CITY
Sabi Sand,CITY
Kruger,CITY
"İstanbul – Johannesburg uçuşu (TK38, Türk Hava Yolları)",TRANSPORT
Johannesburg – Sabi Sabi özel uçuşu (Federal Havayolları),TRANSPORT
"Kruger Mpumalanga – Cape Town uçuşu (SA8664, South African Airways)",TRANSPORT
Şehir içi ve lodge transferleri,TRANSPORT
Sabi Sabi Little Bush Camp,HOTEL
The Table Bay,HOTEL
Tayland & Vietnam Gezisi,TRIP
Danang,CITY
Saigon,CITY
"İstanbul – Bangkok uçuşu (TK68, Türk Hava Yolları)",TRANSPORT
"Bangkok – Chiang Rai uçuşu (PG231, Bangkok Airways)",TRANSPORT
"Bangkok – Danang uçuşu (PG222, Bangkok Airways)",TRANSPORT
Vietnam içi transferler,TRANSPORT
Saigon aktarmalı Bangkok dönüş uçuşu,TRANSPORT
Şehir içi ve havalimanı transferleri,TRANSPORT
"Mandarin Oriental, Bangkok",HOTEL
"Anantara Golden Triangle, Chiang Rai",HOTEL
The Market Restaurant (Vietnam),RESTAURANT
Tayland & Endonezya Gezisi,TRIP
Phuket,CITY
"İstanbul – Phuket uçuşu (TK172, Türk Hava Yolları)",TRANSPORT
Phuket – Bangkok uçuşu,TRANSPORT
Bangkok – Bali uçuşu,TRANSPORT
The Surin Phuket,HOTEL
"Beach Restaurant, The Surin (Phuket)",RESTAURANT
Tayland Gezi Önerileri,TRIP
Toskana Gezisi - Bayram Programı,TRIP
Bologna Havalimanı – şehir içi transfer,TRANSPORT
Bölge içi kara transferleri ve araç kiralama,TRANSPORT
Pienza,CITY
Montalcino,CITY
Bologna Havalimanı – şehir merkezi transferi,TRANSPORT
Toskana içi kara transferleri,TRANSPORT
Borgo Santo Pietro,HOTEL
Toskana Bağ Bozumu Programı,TRIP
Toskana kırsalı,CITY
İstanbul – Bologna uçuşu (Türk Hava Yolları),TRANSPORT
Bologna – İstanbul uçuşu (Türk Hava Yolları),TRANSPORT
COMO Castello del Nero,HOTEL
Rosewood Castiglion del Bosco,HOTEL
"İstanbul – Ho Chi Minh uçuşu (TK168, Türk Hava Yolları)",TRANSPORT
Ho Chi Minh içi Vespa ve araç transferleri,TRANSPORT
Mekong Deltası bot turu,TRANSPORT
Ho Chi Minh – Phnom Penh kara/air transferi,TRANSPORT
Phnom Penh – Siem Reap uçuşu,TRANSPORT
Hotel des Arts Saigon,HOTEL
Raffles Hotel Le Royal,HOTEL
Belmond La Résidence d’Angkor,HOTEL
Vietnam Gezisi,TRIP
Nha Trang,CITY
"İstanbul – Hanoi uçuşu (TK164, Türk Hava Yolları)",TRANSPORT
Hanoi – Nha Trang uçuşu,TRANSPORT
Nha Trang – Saigon uçuşu,TRANSPORT
Vietnam & Bangkok Gezisi - Gökhan Mendi,TRIP
Ha Long (Lan Ha Bay),CITY
Hanoi – Ha Long kara transferi,TRANSPORT
Ha Long Bhaya Cruise tekne yolculuğu,TRANSPORT
Hanoi – Saigon uçuşu,TRANSPORT
Saigon – Bangkok uçuşu,TRANSPORT
Şehir içi transferler,TRANSPORT
Bhaya Cruise (Lan Ha Bay / Ha Long),HOTEL
May de Cuisine Restaurant (Hanoi),RESTAURANT
Volvo EX90 Basın Seyahati - Los Angeles,TRIP
Los Angeles,CITY
Newport Beach,CITY
İstanbul – Los Angeles uçuşu,TRANSPORT
Los Angeles Havalimanı – otel transferi,TRANSPORT
The Resort at Pelican Hill,HOTEL
Nobu Los Angeles,RESTAURANT
Ürdün Gezisi,TRIP
"İstanbul – Amman uçuşu (TK812, Türk Hava Yolları)",TRANSPORT
Marakeş 21-25 Haziran 2023,TRIP
Fas,COUNTRY
Marrakech,CITY
Fes,CITY
İstanbul – Fas uçuşu,TRANSPORT
Fas içi transferler,TRANSPORT
Havana - Cancun 8-19 Temmuz 2022,TRIP
Küba,COUNTRY
Havana,CITY
Vinales,CITY
Cancun,CITY
2022-07-08,DATE_START
2022-07-19,DATE_END
