start_id,relationship,end_id
bea20d72a0e075034ed6a7bb1d9761eb,ALIAS_OF,97093c316255fadc440541ed74ed091d
431755a7f5295a4fa4707bac09965681,ALIAS_OF,97093c316255fadc440541ed74ed091d
ffc5bf9551864a0b91c5d0de1b6ac0ff,ALIAS_OF,97093c316255fadc440541ed74ed091d
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,1dd06a04e281192620397b2e826825a1
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,6407959091e80dfc9b71b11a42aee367
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,3f2f0404de19b25fbefe69cf89a76c5d
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,110c44aeb1fb6ffcd0e6b4b6dcff174d
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,230b0dbf7acf9cf02b21109dcca9ed3b
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,510140403c26f9d871b21bbfd3ccf72e
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,2ece0986ffacada958045d008a15362b
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,3ab6ea1c4c53ce83837201557c604e5d
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,2c24c2dbec9a043ece3fa7ad69240be4
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,09ddef7151362ca69b03857f820994ef
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,0dce86ff23ca07ee0acf76423085809a
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,b39f60120f07927af979bd9120422036
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,98e3c1255ab5bca54dafa87beb401df6
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,461e4078f6d7e34097a0cb45462125fa
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,db356e07828c499d92585b8429c44b6d
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,ad0110c788ffb43d270539dde0cdcc73
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,ef700ee01e575899313f220f1746bfb3
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,f4ac61d143c0b52ccf78e235de941f3b
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,2dc0ce609411d962922c213fafb8a0ae
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,c8911711a29eef4ae84385192b3e86d5
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,f0ebf5f10a18d1f2d041dafe2d170f51
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_ACTIVITY,c8f5d24f90c7439e928568d44a0d10bb
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_RESTAURANT,18bb80f27c9485ca69d9078a000fdb07
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_RESTAURANT,f2095af329c167b5ebc5e2cd380fc6ed
dda32a6c44a999d45b3b6563bed01f50,TRIP_HAS_RESTAURANT,707dc985b5808a21264fc8983e1fd4df
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_CITY,aa997cdb20195a313c738ba2ff86f71c
6e5e82c4632fc0075ee819f51d710e6c,ALIAS_OF,aa997cdb20195a313c738ba2ff86f71c
f3ec128a5450ba72270894aad3791409,ALIAS_OF,aa997cdb20195a313c738ba2ff86f71c
1f0a8fff38b8df291bd5db16f3f3a798,ALIAS_OF,aa997cdb20195a313c738ba2ff86f71c
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_COUNTRY,8f1b66c2e1f08a28769b48d3b9222fa6
6e5e82c4632fc0075ee819f51d710e6c,ALIAS_OF,8f1b66c2e1f08a28769b48d3b9222fa6
f3ec128a5450ba72270894aad3791409,ALIAS_OF,8f1b66c2e1f08a28769b48d3b9222fa6
1f0a8fff38b8df291bd5db16f3f3a798,ALIAS_OF,8f1b66c2e1f08a28769b48d3b9222fa6
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_HOTEL,3baae3cd12c425bf61c9e133ed648b66
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_HOTEL,31a129c0e65b8dc8047ca174928790e9
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,940eba3cb208bbdde242c877305b7c14
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,9f1d27d4afbf2392b9134c954788413b
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,282ce9594e7f7dfebd4425fe65702c60
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,effbb92d198d3fabbd7bd5dfb746ebc1
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,2ca9f35a03197e666a766440186bf23c
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,64674d362dd3edf8b6a2fc6f8ad2407c
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,74d21a711b88be2de14b278cc691751b
7d1ff33b73a63744c14e531f4051f3bf,TRIP_HAS_ACTIVITY,f097cef585bf678030797f09c3cf4787
2a33dab1943009ae76050378548360ac,TRIP_HAS_CITY,db24297fcd8a1179e461919e36d1b6c1
1b0b9a3642dc5b8caea97bf8cfd44cf2,ALIAS_OF,db24297fcd8a1179e461919e36d1b6c1
b551ec931639ab4eb0991e70f64a30b0,ALIAS_OF,db24297fcd8a1179e461919e36d1b6c1
5d54d76a5e71ce5c89950f2d426351ac,ALIAS_OF,db24297fcd8a1179e461919e36d1b6c1
2a33dab1943009ae76050378548360ac,TRIP_HAS_CITY,520312a19cd03b2f5506389aa6a0038a
d774adfe6be144a24f9ba85de7dbe749,ALIAS_OF,520312a19cd03b2f5506389aa6a0038a
2a33dab1943009ae76050378548360ac,TRIP_HAS_CITY,c2e9896bf915e204e1a2842746c8d0be
85b1f2ca4a77348254c5ebf19828448d,ALIAS_OF,c2e9896bf915e204e1a2842746c8d0be
2a33dab1943009ae76050378548360ac,TRIP_HAS_CITY,149d0eab5405bdba3b3c301b4f2fee8b
45bf76d429756269824e2cc7a2907e4a,ALIAS_OF,149d0eab5405bdba3b3c301b4f2fee8b
2a33dab1943009ae76050378548360ac,TRIP_HAS_COUNTRY,1a876069ee18a3f805e58479b5fea9d6
b048b5f83e8555b3e66be7c8d4fdaa1e,ALIAS_OF,1a876069ee18a3f805e58479b5fea9d6
2244f41336ba7854778feb94c19e72c6,ALIAS_OF,1a876069ee18a3f805e58479b5fea9d6
744ac95d2c4a5965a3b79e3da79c32a7,ALIAS_OF,1a876069ee18a3f805e58479b5fea9d6
2a33dab1943009ae76050378548360ac,TRIP_HAS_HOTEL,d611f4d283af4293eff6245ab5952099
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,2f57c174e0fc3215f947d45f5e37b7e6
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,6b3562c27f684fa21abf13536913c650
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,ca771e779b3c7297d36e791d6d4552e3
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,93101f4fd0a90214a915e576b9cf49eb
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,15e8d766f43d15b0bd046abe1ab5fb7e
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,c6a34b53ca6ce01d63ac4c2d985898a5
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,a58e3a47748bd3207ae96e998eb667da
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,21ba347d4551fc2c50e8b8afd4e46153
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,a076896ee515e64a69b07b23bad95276
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,beb62d959455c80286065e6cdae6ad0c
2a33dab1943009ae76050378548360ac,TRIP_HAS_ACTIVITY,901203c7e0d07420c6553f9100deca18
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_CITY,09e6b5c45b7a37d01a39ace6cfd294b3
e2579f98a118c1666b42e5095349f0fb,ALIAS_OF,09e6b5c45b7a37d01a39ace6cfd294b3
b982443defc2a4a10db2beb8c7a072f2,ALIAS_OF,09e6b5c45b7a37d01a39ace6cfd294b3
0dd34d6f122241661e9393ff03a69cf6,ALIAS_OF,09e6b5c45b7a37d01a39ace6cfd294b3
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_CITY,4593b4d9df97c042f7041080554b7d24
1cb42cd7d0c53b722bd6b760238ae182,ALIAS_OF,4593b4d9df97c042f7041080554b7d24
14224e68cb481910845fe3d90fc0d9d6,ALIAS_OF,4593b4d9df97c042f7041080554b7d24
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_COUNTRY,0a187ffc506822828a9af74267f2b174
0c1f196714c641fe4c51a0abea43c0b7,ALIAS_OF,0a187ffc506822828a9af74267f2b174
4464014fa01c1dd0dbdc2480a52dec26,ALIAS_OF,0a187ffc506822828a9af74267f2b174
12a5ea357e6068c5f5861156318fb1d9,ALIAS_OF,0a187ffc506822828a9af74267f2b174
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_HOTEL,85fc0140aa26dc16ba8a2ee5199d1866
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_RESTAURANT,5c0027653c83d13bb2de744bbb66ed04
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_RESTAURANT,c9e3b487e2a6adaa4db45e514095c14c
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_RESTAURANT,5e66320b1251486164062733e4c4ae69
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_RESTAURANT,83d74b507e530e98d0b2218b65ab4faa
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_RESTAURANT,e2906940b584c01ffce0576a610c9dcd
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_RESTAURANT,99e2bd057ccccfe1e07c62d542fab78d
2376e10833bb9e17312b540bfbeacf05,TRIP_HAS_RESTAURANT,7fb288136a4c3f40cb47afcf1434e2a9
d1ec0d5f9e57d69ad535d276d1be2f6b,TRIP_HAS_CITY,478f51245a20780aa689350fe564ab65
8540a7e276ac18ed3f1fb159e8cbf30c,ALIAS_OF,478f51245a20780aa689350fe564ab65
7d91bf72df260f32be6728a009e722fa,ALIAS_OF,478f51245a20780aa689350fe564ab65
d1ec0d5f9e57d69ad535d276d1be2f6b,TRIP_HAS_COUNTRY,2190e8fcc0288b32c9c98ff23cb06d94
8540a7e276ac18ed3f1fb159e8cbf30c,ALIAS_OF,2190e8fcc0288b32c9c98ff23cb06d94
7d91bf72df260f32be6728a009e722fa,ALIAS_OF,2190e8fcc0288b32c9c98ff23cb06d94
d1ec0d5f9e57d69ad535d276d1be2f6b,TRIP_HAS_HOTEL,9d762a61403c6400e785f751a0e986f0
d1ec0d5f9e57d69ad535d276d1be2f6b,TRIP_HAS_HOTEL,44630cca478177793ff63add3f73d339
d1ec0d5f9e57d69ad535d276d1be2f6b,TRIP_HAS_HOTEL,dfa34d1bb5ea22c13b78a8ce686eaa9b
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_CITY,20fda340ab0f27bcc22a7f641e4b51c9
25331b750a61ad440f9b49c704ecb228,ALIAS_OF,20fda340ab0f27bcc22a7f641e4b51c9
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_CITY,b9e11fd8f3c8f4b064d0283a36b59f53
e2047519defbd88c5837610267165c6b,ALIAS_OF,b9e11fd8f3c8f4b064d0283a36b59f53
e00d2ff5fe1c98cc839ed22c86edc071,ALIAS_OF,b9e11fd8f3c8f4b064d0283a36b59f53
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_CITY,781d51d5f910395844a04b02e1d0abc1
e1b59bc442659b7b9d38c02e86acd988,ALIAS_OF,781d51d5f910395844a04b02e1d0abc1
b0b50aa57460fda463cfcf68d8bd7d24,ALIAS_OF,781d51d5f910395844a04b02e1d0abc1
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_COUNTRY,182bfeb8aee9222a49e029490622dd38
0a65fcc8f25ea0ea8c9577214da73eaa,ALIAS_OF,182bfeb8aee9222a49e029490622dd38
ab3c99bef31dfb8bb7c851380582c012,ALIAS_OF,182bfeb8aee9222a49e029490622dd38
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_HOTEL,addf8340415390bb7c23c3dd89918846
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_HOTEL,18fd86b36e3c1fd27651aaf46f8d5f3e
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_ACTIVITY,62097f51ab54c59df7f2974a3400e090
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_ACTIVITY,a90160a84f07b9fe897becf840003690
b16b0f364e0bf20807fa594fadb75745,TRIP_HAS_ACTIVITY,885c2c13a3b8f503f0d87754eed285cf
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_CITY,63fd92cf3798d45257dfb3668d917134
c37f486dd07a3933496695253170ac9e,ALIAS_OF,63fd92cf3798d45257dfb3668d917134
e232c4ce7b1ed1384d7249916594d039,ALIAS_OF,63fd92cf3798d45257dfb3668d917134
0b9e0881d05dd2a6f092585f333df0b9,ALIAS_OF,63fd92cf3798d45257dfb3668d917134
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_COUNTRY,c27a72ae4e928bdd395a5dbfe616f843
6759da23544ad001247e7f57e76a9bf9,ALIAS_OF,c27a72ae4e928bdd395a5dbfe616f843
3a8adfbc9e7db22665795c258ad0de44,ALIAS_OF,c27a72ae4e928bdd395a5dbfe616f843
23708b22a60aadb2c18c3d5683c28c3c,ALIAS_OF,c27a72ae4e928bdd395a5dbfe616f843
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_ACTIVITY,19798da7625bfe79e4ba81a714dd589c
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_ACTIVITY,a301261827eff776b23fc3b11c7c0de2
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_ACTIVITY,941f1f921a22e9fbea00071efc6bd561
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_ACTIVITY,5ba6bf8138d4cbd97b057cd2a38c8d76
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_ACTIVITY,ecc60d1815ebbc44489b891a0a6f142d
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_RESTAURANT,7443b269424fc98e0a600fa65e68c3ba
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_RESTAURANT,a5a65e05b7f41da70367d17aec80c3cc
fa69ce3f626312e2a8b9dfb60b2bf7c0,TRIP_HAS_RESTAURANT,37ad8144d8f9df3910a17e539f88aa23
1857580274f4f16832a787065e20b3c9,TRIP_HAS_CITY,54f80933f3d6f9b0d704ab745e8a5b85
863a9a0d588446c6962e0699a071848a,ALIAS_OF,54f80933f3d6f9b0d704ab745e8a5b85
1857580274f4f16832a787065e20b3c9,TRIP_HAS_CITY,58e47c99d77f37dd2e0bb859cbe4d192
1857580274f4f16832a787065e20b3c9,TRIP_HAS_CITY,f01a2928289e0a41a806cab4f962d06b
6aab1258b93368e8c7888609a150f7d9,ALIAS_OF,f01a2928289e0a41a806cab4f962d06b
1857580274f4f16832a787065e20b3c9,TRIP_HAS_CITY,b49c80ad762b79c1dc01e6f74ea9771f
1857580274f4f16832a787065e20b3c9,TRIP_HAS_COUNTRY,c27a72ae4e928bdd395a5dbfe616f843
6759da23544ad001247e7f57e76a9bf9,ALIAS_OF,c27a72ae4e928bdd395a5dbfe616f843
3a8adfbc9e7db22665795c258ad0de44,ALIAS_OF,c27a72ae4e928bdd395a5dbfe616f843
23708b22a60aadb2c18c3d5683c28c3c,ALIAS_OF,c27a72ae4e928bdd395a5dbfe616f843
1857580274f4f16832a787065e20b3c9,TRIP_HAS_COUNTRY,cb9fd20c0ac63f8303de4dcfa952a080
6e447d253ccb223d07afe92893684caa,ALIAS_OF,cb9fd20c0ac63f8303de4dcfa952a080
8904d92a252a7c71d1b5d78e5cb00082,ALIAS_OF,cb9fd20c0ac63f8303de4dcfa952a080
1857580274f4f16832a787065e20b3c9,TRIP_HAS_HOTEL,bd213a6677f09eeb051938e3ecbc3440
1857580274f4f16832a787065e20b3c9,TRIP_HAS_ACTIVITY,f43c07ae6a387e02887e88a092df475a
1857580274f4f16832a787065e20b3c9,TRIP_HAS_ACTIVITY,4b6ca4614b91a388c3b73ba6a41ffc85
1857580274f4f16832a787065e20b3c9,TRIP_HAS_ACTIVITY,f05721d486dce9fe619b09c906e7a0b3
1857580274f4f16832a787065e20b3c9,TRIP_HAS_ACTIVITY,0faf8c8c18997aa9f7ffe1be3659b55c
1857580274f4f16832a787065e20b3c9,TRIP_HAS_RESTAURANT,8022d80365a25bd0ccec8e0d5822b9a8
1857580274f4f16832a787065e20b3c9,TRIP_HAS_RESTAURANT,255dcb67c31aae243e83d964c6f7531d
1857580274f4f16832a787065e20b3c9,TRIP_HAS_RESTAURANT,c3d967f02eb89f543afdaab86803987b
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,a20050e2bd497389fdcc3672ddaf9c49
a1536360f0d4826ec26db9ccf53a1c22,ALIAS_OF,a20050e2bd497389fdcc3672ddaf9c49
b0b303177dfd37b7b54b75bc1a09b7d2,ALIAS_OF,a20050e2bd497389fdcc3672ddaf9c49
f5c604871dc8ab2bc3cbb03fc505b6f3,ALIAS_OF,a20050e2bd497389fdcc3672ddaf9c49
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,2475a2a9b3ef5a61a43d64308f7f922c
9b73efe8c0a3cc41f4005032be8d61f4,ALIAS_OF,2475a2a9b3ef5a61a43d64308f7f922c
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,2b34afb0ac1a11864f3933d631f14ab3
cec393ec4441fd65744ec19952162598,ALIAS_OF,2b34afb0ac1a11864f3933d631f14ab3
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,c1627c56ffa5738156b51bb5ab97c5bc
7c0d9f8b2c97552e8c5d606889fcbd7c,ALIAS_OF,c1627c56ffa5738156b51bb5ab97c5bc
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,9197b2c9e1550f0a2bc489b349570425
b6f4f054b5ab14a03915e65a37d26922,ALIAS_OF,9197b2c9e1550f0a2bc489b349570425
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,d0dedc2e74e1522d187bd5063cabefd5
cc938ebb75a3dc48f6251a3a0cc3cfd6,ALIAS_OF,d0dedc2e74e1522d187bd5063cabefd5
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,b3acae49a04b3d856cbba6aacd92a2cb
340e4216255371b5ef016334bed3a0d3,ALIAS_OF,b3acae49a04b3d856cbba6aacd92a2cb
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_CITY,bb40654cddf796c2159f01eaa8746357
929df98f3c9cd3283a28b4b393d7eb72,ALIAS_OF,bb40654cddf796c2159f01eaa8746357
df98b0a877cd89e51d3822f47072ae5a,ALIAS_OF,bb40654cddf796c2159f01eaa8746357
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_COUNTRY,c8d4e08e35eea2e97fb190539c15ce19
06771251cc70dc50f7f349cf193389ed,ALIAS_OF,c8d4e08e35eea2e97fb190539c15ce19
c50b04d6e6add1d3f3d3cd7884d6d86c,ALIAS_OF,c8d4e08e35eea2e97fb190539c15ce19
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_COUNTRY,9f2ac33825bb1b198563abb61f5a8269
8519792c6c1bab74d8cfeb4c821c796e,ALIAS_OF,9f2ac33825bb1b198563abb61f5a8269
541037362d21e43bb2d28b876ef732ea,ALIAS_OF,9f2ac33825bb1b198563abb61f5a8269
7c718dd9549177263a314f53c9a38bc0,ALIAS_OF,9f2ac33825bb1b198563abb61f5a8269
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_COUNTRY,683a877926a728d5c5a32ea041ca067a
a1536360f0d4826ec26db9ccf53a1c22,ALIAS_OF,683a877926a728d5c5a32ea041ca067a
b0b303177dfd37b7b54b75bc1a09b7d2,ALIAS_OF,683a877926a728d5c5a32ea041ca067a
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_HOTEL,c46392c642b7f2bd1d65aa4210d82065
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_HOTEL,edac8fa84a73ce1f700a7bbb8b991f7d
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_HOTEL,2ffc9ab5104d83787b036da6ebd17c60
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_HOTEL,b7843396a91c2d233abaa256529149d5
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_HOTEL,5a16845d354f5468d49becb2529e3efe
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_HOTEL,d5c1a304dc48078a5488b5bff843ed4c
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_HOTEL,e35b0b65422abb1c2084b2a07bc5b718
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,c1e499211b39f6a526840fb3c8d7c888
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,a78d84406f1db7f133d6b0e5ca8fd7cc
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,d465ff81be7c7f97cc7f2e009b25b27b
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,25ee1cb70fb0421f8e34744a4f11a23f
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,a06d4cde071db87d31d622517a00a3af
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,6d6027572d1d2dbd9e2e16fa4aeeb727
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,c2a8b74006bea4e8ddf1b2f0c9a714a3
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,f3afb84c587ed302e46d151971e1ffe9
059836cee69f90bf4b15ec4f79607a10,TRIP_HAS_ACTIVITY,6b1b372a5d67134e05afb4fe347a61d5
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_CITY,51f2280a2cc9fdb704b6b92485c57b56
0225de6c6231d7045b3565af5fdc4c9a,ALIAS_OF,51f2280a2cc9fdb704b6b92485c57b56
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_CITY,eaab7b07620c7d55e71e6198b4f4b4ce
e1a75d8c8e67b16d93f8d59995c8e1fa,ALIAS_OF,eaab7b07620c7d55e71e6198b4f4b4ce
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_COUNTRY,d2f71211ad0083b89a73cdd0b4b1b07e
49812ad279a1c34de00b3dfc033068c3,ALIAS_OF,d2f71211ad0083b89a73cdd0b4b1b07e
79dade73a08fc1e064f24c05984e5bca,ALIAS_OF,d2f71211ad0083b89a73cdd0b4b1b07e
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_COUNTRY,cd3293c0cabe81eb682603ce9a60fbde
d70f98f7f6a93b45ecb5b64ed2ad7e95,ALIAS_OF,cd3293c0cabe81eb682603ce9a60fbde
783d9463796c49030129b96eaf07931f,ALIAS_OF,cd3293c0cabe81eb682603ce9a60fbde
240b97d4308ec4c2b8374c4943d909c3,ALIAS_OF,cd3293c0cabe81eb682603ce9a60fbde
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_HOTEL,a18e64389db1a16a49873e9f9cf9964c
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_HOTEL,c9f762640485043d3d326de9b9888ae5
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_ACTIVITY,75bac3a36cc770ef695279de455f3527
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_RESTAURANT,6a97c44d49dbb196b0505438cca2aabc
eaf9fc84bbbb2984baa770cd02586749,TRIP_HAS_RESTAURANT,d28907a3a240b452f1f637530a0d6f09
264986b8ceb7cc509004b284477d3990,TRIP_HAS_CITY,238b89e6853aa937435b555fda9d4d54
6d36cd9a84fe6f0323605502cd7a232f,ALIAS_OF,238b89e6853aa937435b555fda9d4d54
d17fd664cee3c567f88a7a56a6d44abd,ALIAS_OF,238b89e6853aa937435b555fda9d4d54
d5f21ef4ea2fa6145cee0da0f06949b5,ALIAS_OF,238b89e6853aa937435b555fda9d4d54
264986b8ceb7cc509004b284477d3990,TRIP_HAS_CITY,c90510ae897c66dd393541233ee7e440
a14b155ae5a4626728c8b4682c15b21e,ALIAS_OF,c90510ae897c66dd393541233ee7e440
0d7ed5953248ec7308045b81a11c75d4,ALIAS_OF,c90510ae897c66dd393541233ee7e440
9388dbe2714e1b16d50bad4067f69425,ALIAS_OF,c90510ae897c66dd393541233ee7e440
264986b8ceb7cc509004b284477d3990,TRIP_HAS_CITY,37225854531f15e645596808528a934b
