id,label,name,extra
31a129c0e65b8dc8047ca174928790e9,Hotel,Fosshotel Glacier Lagoon,{}
940eba3cb208bbdde242c877305b7c14,Activity,Blue Lagoon,{}
9f1d27d4afbf2392b9134c954788413b,Activity,Kerid Crater Lake,{}
282ce9594e7f7dfebd4425fe65702c60,Activity,Skaftafell National Park,{}
effbb92d198d3fabbd7bd5dfb746ebc1,Activity,Ice Cave,{}
2ca9f35a03197e666a766440186bf23c,Activity,Svartifoss Şelalesi,{}
64674d362dd3edf8b6a2fc6f8ad2407c,Activity,Fjallsárlón Glacier Lagoon,{}
74d21a711b88be2de14b278cc691751b,Activity,Jökulsárlón Glacier Lagoon,{}
f097cef585bf678030797f09c3cf4787,Activity,Goðafoss Şelalesi,{}
2a33dab1943009ae76050378548360ac,Trip,GÜNEY AFRİKA TURU 07 – 16 ARALIK,"{""date_start"": ""2025-12-07"", ""date_end"": ""2025-12-16"", ""season"": ""Kış"", ""price_usd"": 2000}"
db24297fcd8a1179e461919e36d1b6c1,City,Cape Town,{}
1b0b9a3642dc5b8caea97bf8cfd44cf2,Alias,Cape Town,{}
b551ec931639ab4eb0991e70f64a30b0,Alias,Città del Capo,{}
5d54d76a5e71ce5c89950f2d426351ac,Alias,Le Cap,{}
520312a19cd03b2f5506389aa6a0038a,City,Stellenbosch,{}
d774adfe6be144a24f9ba85de7dbe749,Alias,Stellenbosch,{}
c2e9896bf915e204e1a2842746c8d0be,City,Franschhoek,{}
85b1f2ca4a77348254c5ebf19828448d,Alias,Franschhoek,{}
149d0eab5405bdba3b3c301b4f2fee8b,City,Kimberley,{}
45bf76d429756269824e2cc7a2907e4a,Alias,Kimberley,{}
1a876069ee18a3f805e58479b5fea9d6,Country,Güney Afrika,{}
b048b5f83e8555b3e66be7c8d4fdaa1e,Alias,Africa meridionale,{}
2244f41336ba7854778feb94c19e72c6,Alias,Afrique australe,{}
744ac95d2c4a5965a3b79e3da79c32a7,Alias,Southern Africa,{}
d611f4d283af4293eff6245ab5952099,Hotel,Babel Hotel,{}
2f57c174e0fc3215f947d45f5e37b7e6,Activity,Cape Town & Masa Dağı Gezisi,{}
6b3562c27f684fa21abf13536913c650,Activity,Zeitz Çağdaş Sanatlar Müzesi,{}
ca771e779b3c7297d36e791d6d4552e3,Activity,Cape Point & Ümit Burnu,{}
93101f4fd0a90214a915e576b9cf49eb,Activity,Boulders Penguen Kolonisi,{}
15e8d766f43d15b0bd046abe1ab5fb7e,Activity,Stellenbosch Şarap Evleri,{}
c6a34b53ca6ce01d63ac4c2d985898a5,Activity,Franschhoek Şarap Bağları,{}
a58e3a47748bd3207ae96e998eb667da,Activity,La Motte Şarap Tadımı,{}
21ba347d4551fc2c50e8b8afd4e46153,Activity,Matjiesfontein Köyü,{}
a076896ee515e64a69b07b23bad95276,Activity,Kimberley Diamond Mine & Big Hole,{}
beb62d959455c80286065e6cdae6ad0c,Activity,Sabah Safari,{}
901203c7e0d07420c6553f9100deca18,Activity,Akşam Safari,{}
2376e10833bb9e17312b540bfbeacf05,Trip,VENEDİK & MİLANO TURU 08 – 12,"{""date_start"": null, ""date_end"": null, ""season"": null, ""price_usd"": 1000}"
09e6b5c45b7a37d01a39ace6cfd294b3,City,Venedik,{}
e2579f98a118c1666b42e5095349f0fb,Alias,Venezia,{}
b982443defc2a4a10db2beb8c7a072f2,Alias,Venice,{}
0dd34d6f122241661e9393ff03a69cf6,Alias,Venise,{}
4593b4d9df97c042f7041080554b7d24,City,Milano,{}
1cb42cd7d0c53b722bd6b760238ae182,Alias,Milan,{}
14224e68cb481910845fe3d90fc0d9d6,Alias,Milano,{}
0a187ffc506822828a9af74267f2b174,Country,İtalya,{}
0c1f196714c641fe4c51a0abea43c0b7,Alias,Italia,{}
4464014fa01c1dd0dbdc2480a52dec26,Alias,Italie,{}
12a5ea357e6068c5f5861156318fb1d9,Alias,Italy,{}
85fc0140aa26dc16ba8a2ee5199d1866,Hotel,Hotel Ai Cavalieri,{}
5c0027653c83d13bb2de744bbb66ed04,Restaurant,Ristorante Da Ivo,{}
c9e3b487e2a6adaa4db45e514095c14c,Restaurant,Ristorante Acqua Pazza,{}
5e66320b1251486164062733e4c4ae69,Restaurant,Osteria Enoteca San Marco,{}
83d74b507e530e98d0b2218b65ab4faa,Restaurant,Restaurant Terrazza Danieli,{}
e2906940b584c01ffce0576a610c9dcd,Restaurant,Da Giacomo,{}
99e2bd057ccccfe1e07c62d542fab78d,Restaurant,Il Salumaio di Montenapoleone,{}
7fb288136a4c3f40cb47afcf1434e2a9,Restaurant,Solferino Restaurant,{}
d1ec0d5f9e57d69ad535d276d1be2f6b,Trip,MALDİVLER TURU 08 – 15 OCAK 2024,"{""date_start"": ""2024-01-08"", ""date_end"": ""2024-01-15"", ""season"": ""Kış"", ""price_usd"": ""47800 / 47600 / 34900 USD (oda tipine göre)""}"
478f51245a20780aa689350fe564ab65,City,Maldivler,{}
8540a7e276ac18ed3f1fb159e8cbf30c,Alias,Maldive,{}
7d91bf72df260f32be6728a009e722fa,Alias,Maldives,{}
2190e8fcc0288b32c9c98ff23cb06d94,Country,Maldivler,{}
9d762a61403c6400e785f751a0e986f0,Hotel,Beach Villa with Pool,{}
44630cca478177793ff63add3f73d339,Hotel,Water Villa with Pool,{}
dfa34d1bb5ea22c13b78a8ce686eaa9b,Hotel,Water Villa One Bedroom,{}
b16b0f364e0bf20807fa594fadb75745,Trip,TANZANYA & ZANZIBAR TURU 08 – 17 OCAK 2024,"{""date_start"": ""2024-01-08"", ""date_end"": ""2024-01-17"", ""season"": ""Kış"", ""price_usd"": 2000}"
20fda340ab0f27bcc22a7f641e4b51c9,City,Arusha,{}
25331b750a61ad440f9b49c704ecb228,Alias,Arusha,{}
b9e11fd8f3c8f4b064d0283a36b59f53,City,Serengeti,{}
e2047519defbd88c5837610267165c6b,Alias,Plaine du Serengeti,{}
e00d2ff5fe1c98cc839ed22c86edc071,Alias,Serengeti,{}
781d51d5f910395844a04b02e1d0abc1,City,Zanzibar,{}
e1b59bc442659b7b9d38c02e86acd988,Alias,Zanzibar,{}
b0b50aa57460fda463cfcf68d8bd7d24,Alias,Zanzibar (pays),{}
182bfeb8aee9222a49e029490622dd38,Country,Tanzanya,{}
0a65fcc8f25ea0ea8c9577214da73eaa,Alias,Tanzania,{}
ab3c99bef31dfb8bb7c851380582c012,Alias,Tanzanie,{}
addf8340415390bb7c23c3dd89918846,Hotel,Singita Lodge,{}
18fd86b36e3c1fd27651aaf46f8d5f3e,Hotel,Singita Sasakawa Lodge,{}
62097f51ab54c59df7f2974a3400e090,Activity,Serengeti Ulusal Parkı Safari,{}
a90160a84f07b9fe897becf840003690,Activity,Öğle Safarisi,{}
885c2c13a3b8f503f0d87754eed285cf,Activity,Sabah ve Akşam Safarileri,{}
fa69ce3f626312e2a8b9dfb60b2bf7c0,Trip,BARCELONA TURU 09 – 11 KASIM,"{""date_start"": ""2025-11-09"", ""date_end"": ""2025-11-11"", ""season"": ""Sonbahar"", ""price_usd"": 600}"
63fd92cf3798d45257dfb3668d917134,City,Barcelona,{}
c37f486dd07a3933496695253170ac9e,Alias,Barcellona,{}
e232c4ce7b1ed1384d7249916594d039,Alias,Barcelone,{}
0b9e0881d05dd2a6f092585f333df0b9,Alias,Barselona,{}
c27a72ae4e928bdd395a5dbfe616f843,Country,İspanya,{}
6759da23544ad001247e7f57e76a9bf9,Alias,Espagne,{}
3a8adfbc9e7db22665795c258ad0de44,Alias,Spagna,{}
23708b22a60aadb2c18c3d5683c28c3c,Alias,Spain,{}
19798da7625bfe79e4ba81a714dd589c,Activity,Park Güell,{}
a301261827eff776b23fc3b11c7c0de2,Activity,La Sagrada Familia,{}
941f1f921a22e9fbea00071efc6bd561,Activity,Casa Milà,{}
5ba6bf8138d4cbd97b057cd2a38c8d76,Activity,Plaza Catalunya,{}
ecc60d1815ebbc44489b891a0a6f142d,Activity,Gotik Mahallesi,{}
7443b269424fc98e0a600fa65e68c3ba,Restaurant,La Pepita Tapas Bar,{}
a5a65e05b7f41da70367d17aec80c3cc,Restaurant,Gala Restoran,{}
37ad8144d8f9df3910a17e539f88aa23,Restaurant,Barceloneta Restoran,{}
1857580274f4f16832a787065e20b3c9,Trip,BILBAO & SAN SEBASTIAN TURU 12 – 15 EYLÜL,"{""date_start"": ""2025-09-12"", ""date_end"": ""2025-09-15"", ""season"": ""Sonbahar"", ""price_usd"": 800}"
54f80933f3d6f9b0d704ab745e8a5b85,City,Bilbao,{}
863a9a0d588446c6962e0699a071848a,Alias,Bilbao,{}
58e47c99d77f37dd2e0bb859cbe4d192,City,San Sebastian,{}
f01a2928289e0a41a806cab4f962d06b,City,Biarritz,{}
6aab1258b93368e8c7888609a150f7d9,Alias,Biarritz,{}
b49c80ad762b79c1dc01e6f74ea9771f,City,Saint Jean De Luz,{}
cb9fd20c0ac63f8303de4dcfa952a080,Country,Fransa,{}
6e447d253ccb223d07afe92893684caa,Alias,France,{}
8904d92a252a7c71d1b5d78e5cb00082,Alias,Francia,{}
bd213a6677f09eeb051938e3ecbc3440,Hotel,Hotel Maria Cristina,{}
f43c07ae6a387e02887e88a092df475a,Activity,Biarritz Gezisi,{}
4b6ca4614b91a388c3b73ba6a41ffc85,Activity,Saint Jean De Luz Gezisi,{}
f05721d486dce9fe619b09c906e7a0b3,Activity,San Sebastian Şehir Gezisi,{}
0faf8c8c18997aa9f7ffe1be3659b55c,Activity,Guggenheim Müzesi Gezisi,{}
8022d80365a25bd0ccec8e0d5822b9a8,Restaurant,Restaurante Ilura,{}
255dcb67c31aae243e83d964c6f7531d,Restaurant,Elkano Restaurant,{}
c3d967f02eb89f543afdaab86803987b,Restaurant,Cafe Iruña,{}
059836cee69f90bf4b15ec4f79607a10,Trip,AVUSTRALYA & YENİ ZELANDA TURU 14 ARALIK – 3 OCAK,"{""date_start"": ""2024-12-14"", ""date_end"": ""2025-01-03"", ""season"": ""winter"", ""price_usd"": 1000}"
a20050e2bd497389fdcc3672ddaf9c49,City,Singapore,{}
a1536360f0d4826ec26db9ccf53a1c22,Alias,Singapore,{}
b0b303177dfd37b7b54b75bc1a09b7d2,Alias,Singapour,{}
f5c604871dc8ab2bc3cbb03fc505b6f3,Alias,Singapur,{}
2475a2a9b3ef5a61a43d64308f7f922c,City,Auckland,{}
9b73efe8c0a3cc41f4005032be8d61f4,Alias,Auckland,{}
2b34afb0ac1a11864f3933d631f14ab3,City,Rotorua,{}
cec393ec4441fd65744ec19952162598,Alias,Rotorua,{}
c1627c56ffa5738156b51bb5ab97c5bc,City,Wellington,{}
7c0d9f8b2c97552e8c5d606889fcbd7c,Alias,Wellington,{}
9197b2c9e1550f0a2bc489b349570425,City,Tekapo,{}
b6f4f054b5ab14a03915e65a37d26922,Alias,Tekapo,{}
d0dedc2e74e1522d187bd5063cabefd5,City,Queenstown,{}
cc938ebb75a3dc48f6251a3a0cc3cfd6,Alias,Queenstown,{}
b3acae49a04b3d856cbba6aacd92a2cb,City,Gold Coast,{}
340e4216255371b5ef016334bed3a0d3,Alias,Gold Coast (homonymie),{}
bb40654cddf796c2159f01eaa8746357,City,Sydney,{}
929df98f3c9cd3283a28b4b393d7eb72,Alias,Sidney,{}
df98b0a877cd89e51d3822f47072ae5a,Alias,Sydney,{}
c8d4e08e35eea2e97fb190539c15ce19,Country,Avustralya,{}
06771251cc70dc50f7f349cf193389ed,Alias,Australia,{}
c50b04d6e6add1d3f3d3cd7884d6d86c,Alias,Australie,{}
9f2ac33825bb1b198563abb61f5a8269,Country,Yeni Zelanda,{}
8519792c6c1bab74d8cfeb4c821c796e,Alias,New Zealand,{}
541037362d21e43bb2d28b876ef732ea,Alias,Nouvelle-Zélande,{}
7c718dd9549177263a314f53c9a38bc0,Alias,Nuova Zelanda,{}
683a877926a728d5c5a32ea041ca067a,Country,Singapur,{}
c46392c642b7f2bd1d65aa4210d82065,Hotel,JW Marriott Hotel Singapore South Beach,{}
edac8fa84a73ce1f700a7bbb8b991f7d,Hotel,Pullman Rotorua,{}
2ffc9ab5104d83787b036da6ebd17c60,Hotel,Intercontinental Hotel Wellington,{}
b7843396a91c2d233abaa256529149d5,Hotel,Peppers Blue Water Resort Lake Tekapo,{}
5a16845d354f5468d49becb2529e3efe,Hotel,The Rees Hotel & Luxury Apartments,{}
d5c1a304dc48078a5488b5bff843ed4c,Hotel,JW Marriott Gold Coast Resort & Spa,{}
e35b0b65422abb1c2084b2a07bc5b718,Hotel,Sydney Harbour Marriott Hotel at Circular Quay,{}
c1e499211b39f6a526840fb3c8d7c888,Activity,Auckland Şehir Gezisi,{}
a78d84406f1db7f133d6b0e5ca8fd7cc,Activity,Te Puia Maori Dansı ve Gayzerler,{}
d465ff81be7c7f97cc7f2e009b25b27b,Activity,Weta Workshop,{}
25ee1cb70fb0421f8e34744a4f11a23f,Activity,Queenstown Panoramik Gezisi,{}
a06d4cde071db87d31d622517a00a3af,Activity,Seal Bay Conservation Park,{}
6d6027572d1d2dbd9e2e16fa4aeeb727,Activity,Flinders Chase National Park,{}
c2a8b74006bea4e8ddf1b2f0c9a714a3,Activity,Sydney Harbour Tekne Turu & Havai Fişek Gösterisi,{}
f3afb84c587ed302e46d151971e1ffe9,Activity,Blue Mountains Gezisi,{}
6b1b372a5d67134e05afb4fe347a61d5,Activity,Sydney Opera Binası & Harbour Bridge,{}
eaf9fc84bbbb2984baa770cd02586749,Trip,BALI & BANGKOK TURU 18 TEMMUZ – 06 AĞUSTOS,"{""date_start"": ""2024-07-18"", ""date_end"": ""2024-08-06"", ""season"": ""summer"", ""price_usd"": 1000}"
51f2280a2cc9fdb704b6b92485c57b56,City,Bali,{}
0225de6c6231d7045b3565af5fdc4c9a,Alias,Bali (province),{}
eaab7b07620c7d55e71e6198b4f4b4ce,City,Bangkok,{}
e1a75d8c8e67b16d93f8d59995c8e1fa,Alias,Bangkok,{}
d2f71211ad0083b89a73cdd0b4b1b07e,Country,Endonezya,{}
49812ad279a1c34de00b3dfc033068c3,Alias,Indonesia,{}
79dade73a08fc1e064f24c05984e5bca,Alias,Indonésie,{}
cd3293c0cabe81eb682603ce9a60fbde,Country,Tayland,{}
d70f98f7f6a93b45ecb5b64ed2ad7e95,Alias,Thailand,{}
783d9463796c49030129b96eaf07931f,Alias,Thailandia,{}
240b97d4308ec4c2b8374c4943d909c3,Alias,Thaïlande,{}
a18e64389db1a16a49873e9f9cf9964c,Hotel,Capella Bangkok Hotel,{}
c9f762640485043d3d326de9b9888ae5,Hotel,Riverside Pool Villa,{}
75bac3a36cc770ef695279de455f3527,Activity,Volcanoes & Temples Turu (Helikopter),{}
6a97c44d49dbb196b0505438cca2aabc,Restaurant,Koral Restaurant,{}
d28907a3a240b452f1f637530a0d6f09,Restaurant,Restaurant POTONG,{}
264986b8ceb7cc509004b284477d3990,Trip,DANİMARKA & NORVEÇ TURU 18 – 25 AĞUSTOS 2025,"{""date_start"": ""2025-08-18"", ""date_end"": ""2025-08-25"", ""season"": ""Yaz"", ""price_usd"": 1600}"
238b89e6853aa937435b555fda9d4d54,City,Kopenhag,{}
6d36cd9a84fe6f0323605502cd7a232f,Alias,Copenaghen,{}
d17fd664cee3c567f88a7a56a6d44abd,Alias,Copenhagen,{}
d5f21ef4ea2fa6145cee0da0f06949b5,Alias,Copenhague,{}
c90510ae897c66dd393541233ee7e440,City,Bergen,{}
a14b155ae5a4626728c8b4682c15b21e,Alias,Bergen,{}
0d7ed5953248ec7308045b81a11c75d4,Alias,Bergen (Norvège),{}
9388dbe2714e1b16d50bad4067f69425,Alias,"Bergen, Norveç",{}
37225854531f15e645596808528a934b,City,Flåm,{}
45ee6c6c977502c077a89897bd3d3620,Alias,Flåm,{}
82b6eec663206a8a4877dff407563646,City,Oslo,{}
ab6b165f0814e8216f6dfad4a6ae7412,Alias,Oslo,{}
bcb141cae1c7be5d0a2b03677418e56b,Country,Danimarka,{}
ed5ffd897e2675c8407ab940f07a4df2,Alias,Danemark (pays constitutif),{}
1764092ff3a145c96f3d76ea037d885b,Alias,Danimarca,{}
aa37c460da9adb396c52288ce1af16a4,Alias,Denmark,{}
1c559e9e1664c039e68ba087e76ea508,Country,Norveç,{}
1becaf60d39289a46270801da978efb1,Alias,Norvegia,{}
875bc630356dba5e8250d5d8036144ac,Alias,Norvège,{}
b77cfd7dbb11aada7a6260361ed239cc,Alias,Norway,{}
7598abdb1451dbde4e149b9464e62108,Hotel,Nimb Hotel,{}
0c40bfd2fc2900421f658a95d7137e62,Hotel,Bergen Børs Hotel,{}
8c3d93a4e18aed8483af818d3c40f7f9,Hotel,Fretheim Hotel,{}
f500481d27cfec776efe8650dcedc8cc,Activity,Designmuseum Danmark,{}
4f3eb5e96335b5d1b7ff31e13816387f,Activity,Bergen Market Square & Balık Pazarı,{}
4ed8fc83d718f5fd1e316b631f94295b,Activity,Flåm Railway Museum,{}
1655f5ed9ac06f4b386e424494d37f2a,Activity,Vigeland Heykel Parkı,{}
8b63ba861236321af0247e6b0dffb4bc,Activity,Oslo Opera Binası,{}
df0f848941a454cdb487b9c205ea4f5a,Activity,Ulusal Müze,{}
c8bbe0b70edeb5988ea15aef251db4d5,Activity,Munch Müzesi,{}
29fc2c0d49cf9d0a3442371872206ef3,Activity,Astrup Fearnley Museum of Modern Art,{}
aeca6e0ccbe470fd7149dc0d2d887ae3,Restaurant,Fjellskål Seafood Restaurant,{}
21b016d62b00828462b3604b253fbaa9,Restaurant,Restaurant Arven,{}
a7bd91c369b76a75eece69ef8c9f5962,Restaurant,Lofoten Fiskerestaurant,{}
1b8cfba70f751df18e361f4288b335a3,Restaurant,Bryggen Tracteursted,{}
22415c768a2f649998b87fca5919a8fa,Restaurant,Izakaya Bar & Terrace,{}
6208367b4ca0da77b0bf56aca224a039,Trip,GÜNEY AFRİKA TURU 19 ARALIK 2025 – 3 OCAK 2026,"{""date_start"": ""2026-01-25"", ""date_end"": ""2026-01-03"", ""season"": ""Kış"", ""price_usd"": -4200}"
d22af4c5da20e2ffb0b3e29fed7c674a,City,Livingstone,{}
12986d086351b7864b997dd2275b1c91,Alias,Livingstone,{}
6a5c62c9050c76aa8d4629e4ce70b101,Alias,Livingstone (homonymie),{}
f3265bfa896d31061dfc34aecb48e678,Country,Zambiya,{}
c0aac90992f9d0bc538ca0149f9c280c,Alias,Zambiya,{}
37400d2152d221d86754055765c7cf80,Hotel,Royal Livingstone Victoria Falls Zambia Hotel by Anantara,{}
fd8cf6d325c52a335620b1398889c1c2,Hotel,Babylonstoren Hotel,{}
5367e0783d3b98540da423747c0c341f,Hotel,Marataba Safari Lodge,{}
de109f76f88b58b1f20fcdb7fe04951f,Activity,Mukuni Village Gezisi,{}
1e84c1d742a68d6dd4a5eb65fe98bb84,Activity,Sunset Safari Cruise,{}
0aa47673522cf21888ecd1f8caf5f446,Activity,David Livingstone Müzesi,{}
e85765e1b099bc5b622b33615479e41e,Activity,Franschhoek Şarap Bağları ve Galeriler,{}
d191c2bf1ebc883731d0ead7b056f378,Activity,Huguenot Anıt Müzesi,{}
820d09cdf747183a81d9dc3717e8f976,Activity,Franschhoek Motor Müzesi,{}
3c38f8f551d94c9757e43a3bae5085d6,Activity,Güney Afrika'nın İlk Parfüm Müzesi,{}
47c622886e8617eebcb85880e0bf4936,Activity,Masa Dağı,{}
446e3dfa7ac1fe2f22773c257e63daab,Activity,Kirstenbosch Ulusal Botanik Bahçesi,{}
45f3ea55a7476dd4ef5b9c0d23f655b3,Activity,Boulders Beach Penguen Kolonisi,{}
fa9caf992453edbc23e002b7c6930709,Activity,Cape Town Şehir Gezisi,{}
da608d48e5fe25a21294d183c21532ff,Activity,Two Oceans Aquarium,{}
220ca1dbc7f9d8c033400c418cdbf4b6,Activity,Camps Bay ve Clifton Beach,{}
f5cc4dd39fec29e89d71ab5bbeae7100,Activity,Zeitz Museum of Contemporary Art Africa,{}
97be6ddc3c0a7dff130122a2d186c7e2,Activity,Güney Afrika Ulusal Müzesi (İziko),{}
34fc93f4fed8bb0cfcc95dc27fbb3f0e,Activity,Planetarium,{}
6348d0ef5dd94ca5e35e58eb9431c58e,Activity,Cape Town Graffiti Street Art Turu,{}
6e4b5dbeaec6cb256b15d98745f12f2f,Restaurant,The Lookout Cafe,{}
4af2a897b7cee42c9a8952f0e1d448dd,Trip,JAPONYA TURU 19 HAZİRAN – 5 TEMMUZ 2025,"{""date_start"": ""2024-06-19"", ""date_end"": ""2024-07-05"", ""season"": ""summer"", ""price_usd"": 1000}"
84f4172933ef8f7602f3e07641da3eaf,City,Tokyo,{}
610553a6681870830116a89146fb1819,Alias,Tokyo,{}
0e632a807b79724b594430e0bdf37cfa,City,Okayama,{}
afe04a4e6351b0f3477048113790e83e,Alias,Okayama,{}
a5857978eaced5a34a2381c1ef2d5eec,City,Kyoto,{}
aaf192767b085c36cb4747b0b41115d9,Alias,Kyoto,{}
f6f57632c8ff511e289164d58d045b81,City,Naoshima,{}
9f40d619eaf2aba3b81d0379e1ba4929,Alias,Isola di Naoshima,{}
f637662a6b6e9510b911dbf64d27d714,Alias,Naoshima,{}
c5d5df3984d3e6233c075af32302e3a1,Alias,"Naoshima, Kagawa",{}
398984733bf1b4f11f28260daf075cc3,City,Teshima,{}
6c004589f787e015e797edd879367465,Alias,Teshima,{}
27bcbd814ef9dbccee686389a884dcda,Country,Japonya,{}
64e03c0bd2925e65a32e9ca540f1fd48,Alias,Giappone,{}
7cabcd313d88abc71c8a83eb9f7eade0,Alias,Japan,{}
eade782efcfd70aff1fbf09a095844af,Alias,Japon,{}
3e3254060af213723e865b3b99fc1e4d,Hotel,Mitsui Garden Hotel Premier Jingu-Gaien,{}
7a9f132580957c0c6c3ca3fa5028b90f,Hotel,Uno Hotel,{}
2debd577b921e8d018ee3f77920693f6,Hotel,ACE Hotel Kyoto,{}
7775a8579e8f03b8c4b4e98cf3c4a7be,Activity,Meiji Tapınağı,{}
88a3b341d670a2385ac41fcb6f442db3,Activity,Ota Memorial Museum of Art,{}
9456b8cde113756ce16d56f0e3371683,Activity,Doğu Bahçeler,{}
bd26960fb4352d6cb4760d7dd76ae2dc,Activity,Shibuya Sky,{}
8ce0636cfe928d283d2f64979e990821,Activity,Miyashita Park,{}
4868dd6d2ace790e5ba7f715ae632357,Activity,Mori Art Museum,{}
7eeebbd62251616f6f673a1224503ca3,Activity,National Art Centre,{}
0d5286ffc84e2f49bb13b775fd574e22,Activity,Museum of Contemporary Art,{}
947cca7b7ad43b2becf123fa69ec01d1,Activity,Chichu Sanat Müzesi,{}
7cfed5215712edf78986b7367199c966,Activity,Art House Project,{}
c69b1dbc7a96d19300f17e32b2452fbf,Activity,Lee Ufan Müzesi,{}
0817caa6b04c7f3a1ecbcb0786df8924,Activity,Benesse House,{}
109365f51125bf14b50525b2f07be4eb,Activity,Teshima Sanat Müzesi,{}
18bbc28efef0a112b643e2d000c7c806,Activity,Les Archives du Coeur,{}
ca0c05d1bf2a4189370f1d3dda796069,Trip,LAPLAND TURU 19 – 24 OCAK,"{""date_start"": ""2025-01-19"", ""date_end"": ""2025-01-24"", ""season"": ""Kış"", ""price_usd"": 1200}"
